Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
Fight Night Champion;X360;2011;Fighting;Electronic Arts;0.78;7.4;21
Marvel vs. Capcom: Clash of Super Heroes;PS;1999;Fighting;Capcom;0.78;0;3
Bayonetta 2;WiiU;2014;Action;Nintendo;0.78;8.3;12
Dead Island: Riptide;X360;2013;Action;Deep Silver;0.78;6.3;15
The World Ends With You;DS;2007;Role-Playing;Square Enix;0.78;8.9;34
MadWorld;Wii;2009;Action;Sega;0.78;8.6;40
Star Wars The Clone Wars: Jedi Alliance;DS;2008;Action;LucasArts;0.78;7.8;31
Battle Stations;PS;1997;Strategy;Electronic Arts;0.78;0;7
Drawn to Life;DS;2007;Action;THQ;0.78;8;17
Mario & Sonic at the Sochi 2014 Olympic Winter Games;WiiU;2013;Sports;Nintendo;0.78;0;13
Sid Meiers Civilization Revolution;PS3;2008;Strategy;Take-Two Interactive;0.78;7.7;24
NBA 2K7;PS2;2006;Sports;Take-Two Interactive;0.78;8.4;27
Torneko no Daibouken: Fushigi no Dungeon;SNES;1993;Role-Playing;ChunSoft;0.78;0;8
Jr. Pac-Man;2600;1983;Puzzle;Atari;0.78;0;5
James Bond 007: Nightfire;GC;2002;Shooter;Electronic Arts;0.78;8.5;28
Goldeneye 007: Reloaded;PS3;2011;Shooter;Activision;0.78;6.3;39
NBA ShootOut 98;PS;1998;Sports;Sony Computer Entertainment;0.78;0;10
Rayman Origins;X360;2011;Platform;Ubisoft;0.78;8.2;38
Galaxian;2600;1982;Shooter;Atari;0.77;0;12
Aliens: Colonial Marines;X360;2013;Shooter;Sega;0.77;3.8;30
Lips;X360;2008;Misc;Microsoft Game Studios;0.77;7.4;13
Andretti Racing;PS;1996;Racing;Electronic Arts;0.77;0;5
Caesars Palace 2000: Millennium Gold Edition;PS;2000;Misc;Interplay;0.77;0;30
Air Raid;2600;1981;Action;Men-A-Vision;0.77;0;10
Need for Speed: ProStreet;PSP;2008;Racing;Electronic Arts;0.77;7.1;13
Perfect Dark Zero;X360;2005;Shooter;Microsoft Game Studios;0.77;7.3;43
Marvel Nemesis: Rise of the Imperfects;PS2;2005;Fighting;Electronic Arts;0.77;6.3;17
Boxing;2600;1980;Fighting;Activision;0.77;0;14
Need for Speed: Porsche Unleashed;PS;1999;Racing;Electronic Arts;0.77;8.5;3
ABBA: You Can Dance;Wii;2011;Misc;Ubisoft;0.77;0;18
Avatar: The Game;X360;2009;Action;Ubisoft;0.77;0;11
Resident Evil: Operation Raccoon City;X360;2012;Action;Capcom;0.77;4.9;11
Puzzler World;DS;2009;Puzzle;Ubisoft;0.77;0;31
LEGO Batman 2: DC Super Heroes;3DS;2012;Action;Warner Bros. Interactive Entertainment;0.77;5.2;20
Worms: Open Warfare;PSP;2006;Strategy;THQ;0.77;6.6;22
UFC Personal Trainer: The Ultimate Fitness System;X360;2011;Sports;THQ;0.77;6.5;11
Personal Trainer: Walking;DS;2008;Sports;Nintendo;0.77;0;29
Crystal Castles;2600;1983;Action;Atari;0.77;0;14
Conkers Bad Fur Day;N64;2001;Platform;THQ;0.77;0;27
Dragon Warrior I&II;G;1999;Role-Playing;Enix Corporation;0.77;0;5
Ghost Squad;Wii;2007;Shooter;Sega;0.77;7.5;20
Star Wars Episode II: Attack of the Clones;GBA;2002;Action;THQ;0.77;5;16
The Witcher 3: Wild Hunt;PC;2015;Role-Playing;Namco Bandai Games;0.77;9.3;26
Conflict: Desert Storm II - Back to Bagdhad;PS2;2003;Shooter;SCi;0.77;0;36
Maximo: Ghosts to Glory;PS2;2001;Platform;Capcom;0.77;8.7;22
Rhythm Heaven: The Best+;3DS;2015;Misc;Nintendo;0.77;0;36
Donkey Kong Country 3;GBA;2005;Platform;Nintendo;0.77;8.4;26
All-Star Baseball 2003;PS2;2002;Sports;Acclaim Entertainment;0.77;8.4;25
Unlimited Saga;PS2;2002;Role-Playing;Atari;0.77;3;25
Pokemon Dash;DS;2004;Racing;Nintendo;0.77;5.9;44
Dragon Ball: Raging Blast;PS3;2009;Fighting;Namco Bandai Games;0.77;7.2;12
Twisted Metal: Head On;PSP;2005;Action;Sony Computer Entertainment;0.77;8.2;35
Final Fantasy X/X-2 HD Remaster;PS4;2015;Role-Playing;Square Enix;0.77;0;19
Minecraft: Story Mode;PS3;2015;Adventure;Mojang;0.77;0;30
Cabelas Deer Hunt: 2004 Season;PS2;2003;Sports;Activision Value;0.76;9;19
Sonic Unleashed;PS2;2008;Platform;Sega;0.76;6.8;38
Formula 1;PS;1996;Racing;Psygnosis;0.76;0;3
Tetris Party Deluxe;DS;2010;Puzzle;Nintendo;0.76;0;43
FIFA 12;Wii;2011;Sports;Electronic Arts;0.76;0;32
Banjo-Kazooie: Nuts & Bolts;X360;2008;Platform;Microsoft Game Studios;0.76;0;30
My Baby Girl;DS;2008;Simulation;Nobilis;0.76;0;19
Driv3r;X;2004;Racing;Atari;0.76;4.7;40
Mercenaries: Playground of Destruction;PS2;2005;Action;LucasArts;0.76;0;10
The Walking Dead: Season One;PS3;2012;Adventure;Avanquest Software;0.76;0;39
MTV Celebrity Deathmatch;PS2;2003;Fighting;Gotham Games;0.76;0;37
Street Fighter Alpha: Warriors Dreams;PS;1995;Fighting;Virgin Interactive;0.76;0;6
ISS Pro Evolution;PS;1998;Sports;Konami Digital Entertainment;0.76;8.7;3
Need For Speed: Undercover;PSP;2008;Racing;Electronic Arts;0.76;6.8;28
DJ Hero;Wii;2009;Misc;Activision;0.76;7.6;17
Metroid Prime Hunters;DS;2006;Shooter;Nintendo;0.76;8;44
Star Wars: The Force Unleashed II;Wii;2010;Action;LucasArts;0.76;7.8;37
NBA 2K16;PS3;2015;Sports;Take-Two Interactive;0.76;4.3;36
Lego Batman 3: Beyond Gotham;PS3;2014;Action;Warner Bros. Interactive Entertainment;0.76;6.7;13
Star Wars Battlefront: Elite Squadron;PSP;2009;Shooter;LucasArts;0.76;8;17
Sonic & SEGA All-Stars Racing with Banjo-Kazooie;X360;2010;Racing;Sega;0.76;0;43
Tony Hawks Pro Skater 2;N64;2001;Sports;Activision;0.76;0;36
Final Fantasy II;NES;1988;Role-Playing;SquareSoft;0.76;0;3
Taiko no Tatsujin: Tatakon de Dodon ga Don;PS2;2002;Misc;Namco Bandai Games;0.76;0;36
Mega Man Battle Network 6: Cybeast Falzar / Gregar;GBA;2005;Role-Playing;Capcom;0.76;0;18
Final Fantasy XIV: A Realm Reborn;PS4;2014;Role-Playing;Square Enix;0.76;0;26
Syphon Filter: The Omega Strain;PS2;2004;Shooter;Sony Computer Entertainment;0.76;6.9;28
FIFA Soccer 11;PS2;2010;Sports;Electronic Arts;0.76;6.6;30
The Sims 3;3DS;2011;Simulation;Electronic Arts;0.76;3.3;35
Mortal Kombat: Deception;X;2004;Fighting;Midway Games;0.76;8.8;19
Thats So Raven;GBA;2004;Adventure;Disney Interactive Studios;0.76;7.6;38
Toy Story 3: The Video Game;X360;2010;Action;Disney Interactive Studios;0.76;0;43
DJ Hero 2;PS3;2010;Misc;Activision;0.76;7.9;18
Marvel vs. Capcom 2: New Age of Heroes;PS2;2002;Fighting;Capcom;0.76;0;12
Portal 2;PC;2011;Shooter;Valve Software;0.76;8.8;19
Duke Nukem Forever;PS3;2011;Shooter;Take-Two Interactive;0.76;4.9;30
True Crime: New York City;PS2;2005;Action;Activision;0.76;7.8;13
Legends of Wrestling;PS2;2001;Fighting;Acclaim Entertainment;0.76;8.1;28
Lost Planet 2;X360;2010;Shooter;Capcom;0.76;6.1;41
Kane & Lynch: Dead Men;X360;2007;Shooter;Eidos Interactive;0.76;0;18
Final Fantasy Legend III;G;1991;Role-Playing;SquareSoft;0.76;0;14
Harry Potter and the Half-Blood Prince;Wii;2009;Action;Electronic Arts;0.76;6;35
Wall-E;PS2;2008;Platform;THQ;0.75;8.4;20
Professor Layton and the Azran Legacy;3DS;2013;Puzzle;Nintendo;0.75;7.9;41
Super Monkey Ball: Touch & Roll;DS;2005;Misc;Sega;0.75;0;22
Mega Man X5;PS;2000;Platform;Capcom;0.75;8.9;35
Genji: Days of the Blade;PS3;2006;Action;Sony Computer Entertainment;0.75;5.8;36
Rockstar Games presents Table Tennis;X360;2006;Sports;Take-Two Interactive;0.75;7.8;11
Drawn to Life: The Next Chapter;Wii;2009;Puzzle;THQ;0.75;6;35
PokePark 2: Wonders Beyond;Wii;2011;Action;Nintendo;0.75;7;32
WWE SmackDown vs. Raw 2009;PSP;2008;Fighting;THQ;0.75;6;18
Pro Evolution Soccer 2015;PS4;2014;Sports;Konami Digital Entertainment;0.75;7.2;20
SoulCalibur V;PS3;2012;Fighting;Namco Bandai Games;0.75;6.7;35
Disney Infinity 3.0;PS4;2015;Action;Disney Interactive Studios;0.75;0;13
Shark Tale;PS2;2004;Action;Activision;0.75;6.5;34
San Francisco Rush: Extreme Racing;N64;1997;Racing;GT Interactive;0.75;0;13
Zone of the Enders;PS2;2001;Shooter;Konami Digital Entertainment;0.75;7.4;13
Street Fighter EX Plus Alpha;PS;1997;Fighting;Virgin Interactive;0.75;0;6
Kane & Lynch: Dead Men;PS3;2007;Shooter;Eidos Interactive;0.75;0;30
Deer Drive;Wii;2009;Sports;Big Ben Interactive;0.75;0;29
Tony Hawks Underground 2;X;2004;Sports;Activision;0.75;7.8;32
We Sing;Wii;2009;Misc;Nordic Games;0.75;0;26
Madden NFL 06;PSP;2005;Sports;Electronic Arts;0.75;7.9;15
Dragon Age: Inquisition;PC;2014;Role-Playing;Electronic Arts;0.75;5.9;12
Raving Rabbids: Travel in Time;Wii;2010;Adventure;Ubisoft;0.75;7.6;34
Capcom vs. SNK 2: Mark of the Millennium 2001;PS2;2001;Fighting;Capcom;0.75;7.9;36
MVP 06 NCAA Baseball;PS2;2006;Sports;Electronic Arts;0.75;9;14
[Prototype 2];PS3;2012;Action;Activision;0.75;6.8;22
Dark Souls II;X360;2014;Role-Playing;Namco Bandai Games;0.75;7.9;24
Turok;X360;2008;Action;Touchstone;0.75;7.1;11
Coded Arms;PSP;2005;Shooter;Konami Digital Entertainment;0.75;6.5;23
Assassins Creed: Revelations;PC;2011;Action;Ubisoft;0.75;7.4;29
Final Fantasy Tactics A2: Grimoire of the Rift;DS;2007;Role-Playing;Square Enix;0.75;7;24
Jump Ultimate Stars;DS;2006;Fighting;Nintendo;0.74;0;21
Jampack Summer 2001;PS2;2001;Misc;Sony Computer Entertainment;0.74;0;43
The Lord of the Rings: Conquest;PS3;2009;Action;Electronic Arts;0.74;7.1;35
Band Hero;PS3;2009;Misc;Activision;0.74;6.8;21
Burnout;PS2;2001;Racing;Acclaim Entertainment;0.74;7.7;19
Spectrobes;DS;2007;Role-Playing;Disney Interactive Studios;0.74;7.7;33
Tom Clancys Rainbow Six: Vegas;PSP;2007;Shooter;Ubisoft;0.74;7.1;20
Yu-Gi-Oh! Dungeon Dice Monsters;GBA;2001;Misc;Konami Digital Entertainment;0.74;0;40
The Godfather II;PS3;2009;Action;Electronic Arts;0.74;7.2;20
Need for Speed: Shift;PSP;2009;Racing;Electronic Arts;0.74;6.5;36
Mortal Kombat: Unchained;PSP;2006;Fighting;Midway Games;0.74;8.8;11
LEGO Marvel Super Heroes;WiiU;2013;Action;Warner Bros. Interactive Entertainment;0.74;8;35
Sega Superstars Tennis;DS;2008;Sports;Sega;0.74;0;29
MLB 13: The Show;PS3;2013;Sports;Sony Computer Entertainment;0.74;7.9;20
Resident Evil: Revelations;PS3;2013;Action;Capcom;0.74;7.2;14
Midnight Club 3: DUB Edition;X;2005;Racing;Take-Two Interactive;0.74;7.4;23
The Lord of the Rings: The Two Towers;GBA;2002;Action;Electronic Arts;0.74;0;13
Tiger Woods PGA Tour 2001;PS2;2001;Sports;Electronic Arts;0.74;0;38
Red Faction: Guerrilla;PS3;2009;Shooter;THQ;0.74;8.1;29
Ace Combat: Assault Horizon;PS3;2011;Action;Namco Bandai Games;0.74;6.7;25
Jet Moto 3;PS;1999;Racing;Sony Computer Entertainment;0.74;0;3
X-Men Origins: Wolverine - Uncaged Edition;PS3;2009;Action;Activision;0.74;0;17
Unreal Championship;X;2002;Shooter;Atari;0.74;8.2;28
WarioWare: Twisted!;GBA;2004;Puzzle;Nintendo;0.74;0;23
Crysis 2;PC;2011;Action;Electronic Arts;0.74;6.8;10
Tales of Vesperia;X360;2008;Role-Playing;Atari;0.74;8.2;20
Style Savvy: Trendsetters;3DS;2012;Simulation;Nintendo;0.74;8;43
Just Dance 2015;WiiU;2014;Misc;Ubisoft;0.74;6.6;10
Namco Museum Remix;Wii;2007;Misc;Atari;0.74;6.3;41
Sword of Mana;GBA;2003;Role-Playing;Nintendo;0.74;8.3;34
Persona 4: Arena;PS3;2012;Fighting;Atlus;0.73;7.7;42
Marvel: Ultimate Alliance 2;PS3;2009;Role-Playing;Activision;0.73;7.3;34
Resonance of Fate;PS3;2010;Role-Playing;Sega;0.73;8;14
Madagascar: Escape 2 Africa;DS;2008;Action;Activision;0.73;0;16
Pirates of the Caribbean: At Worlds End;PS3;2007;Action;Disney Interactive Studios;0.73;6.9;15
The Amazing Spider-Man (Console Version);X360;2012;Action;Activision;0.73;0;40
FIFA: Road to World Cup 98;PS;1997;Sports;Electronic Arts;0.73;0;5
Dragon Ball Z: Ultime Menace;SNES;1993;Fighting;Namco Bandai Games;0.73;0;9
The Walking Dead: Season One;X360;2012;Adventure;Avanquest Software;0.73;0;23
Tiger Woods PGA Tour 08;PS3;2007;Sports;Electronic Arts;0.73;6.6;44
Mafia III;XOne;2016;Action;Take-Two Interactive;0.73;4.6;41
Classic NES Series: Donkey Kong;GBA;2004;Platform;Nintendo;0.73;4.8;31
Harvest Moon: Animal Parade;Wii;2008;Simulation;Rising Star Games;0.73;8.9;27
Split/Second;PS3;2010;Racing;Disney Interactive Studios;0.73;0;13
Yoshi;G;1991;Puzzle;Nintendo;0.73;0;4
Mortal Kombat 4;N64;1998;Fighting;GT Interactive;0.73;0;5
WWE SmackDown vs. Raw 2010;Wii;2009;Fighting;THQ;0.73;7.7;14
Croc 2;PS;1999;Platform;Fox Interactive;0.73;0;9
Final Fantasy XIII-2;X360;2011;Role-Playing;Square Enix;0.73;6.3;18
Practise English!;DS;2007;Misc;Nintendo;0.73;0;10
Oddworld: Munchs Oddysee;X;2001;Platform;Atari;0.73;8.7;17
Berzerk;2600;1981;Shooter;Atari;0.73;0;6
Brink;PS3;2011;Shooter;Bethesda Softworks;0.73;5.8;41
NHL 11;X360;2010;Sports;Electronic Arts;0.73;7.7;34
NCAA Football 07;X360;2006;Sports;Electronic Arts;0.73;6.9;30
Persona Q: Shadow of the Labyrinth;3DS;2014;Role-Playing;Nippon Ichi Software;0.73;8.1;22
Borderlands: The Pre-Sequel;X360;2014;Shooter;Take-Two Interactive;0.73;6.4;39
Just Dance Wii;Wii;2011;Misc;Nintendo;0.73;0;11
Full Spectrum Warrior;X;2004;Strategy;THQ;0.73;8.7;19
Madden NFL 11;Wii;2010;Sports;Electronic Arts;0.73;5.4;33
Katamari Damacy;PS2;2004;Puzzle;Namco Bandai Games;0.73;9;25
Naruto Shippuden: Ultimate Ninja Storm Generations;PS3;2012;Fighting;Namco Bandai Games;0.73;7.1;35
Beyblade VForce: Ultimate Blader Jam;GBA;2003;Action;Atari;0.73;0;38
MLB 10: The Show;PS3;2010;Sports;Sony Computer Entertainment;0.73;8.3;13
Shaun Palmers Pro Snowboarder;PS2;2001;Sports;Codemasters;0.73;8.7;11
James Bond 007: Agent Under Fire;GC;2002;Shooter;Electronic Arts;0.72;6.8;43
My Little Pony: Pinkie Pies Party;DS;2008;Adventure;THQ;0.72;0;42
Harvest Moon DS: Island of Happiness;DS;2007;Simulation;Rising Star Games;0.72;7;11
Star Wars Episode III: Revenge of the Sith;GBA;2005;Action;Ubisoft;0.72;7.5;10
Monopoly Streets;Wii;2010;Misc;Electronic Arts;0.72;5.2;24
Ultimate Spider-Man;PS2;2005;Action;Activision;0.72;7.9;16
Imagine: Interior Designer;DS;2008;Simulation;Ubisoft;0.72;0;35
Skylanders: Trap Team;WiiU;2014;Action;Activision;0.72;7.1;14
Ratchet & Clank Collection;PS3;2012;Action;Sony Computer Entertainment;0.72;0;14
Total War: Rome II;PC;2013;Strategy;Sega;0.72;4.2;20
God Eater;PSP;2010;Action;Namco Bandai Games;0.72;0;41
SD Gundam G Generation;PS;1998;Strategy;Namco Bandai Games;0.72;0;4
Rabbids Go Home;DS;2009;Platform;Ubisoft;0.72;0;40
Minecraft: Story Mode;PS4;2015;Adventure;Mojang;0.72;0;10
Area 51;PS;1996;Shooter;GT Interactive;0.72;0;5
MLB 14: The Show;PS4;2014;Sports;Sony Computer Entertainment America;0.72;7.7;43
NBA Live 08;PS2;2007;Sports;Electronic Arts;0.72;6.6;31
Star Ocean: The Last Hope International;PS3;2010;Role-Playing;Square Enix;0.72;6.7;13
Indiana Jones and the Staff of Kings;Wii;2009;Action;Activision;0.72;7;23
Dead to Rights;X;2002;Shooter;Electronic Arts;0.72;8.9;36
Tiger Woods PGA Tour 07;PS2;2006;Sports;Electronic Arts;0.72;6;13
Test Drive 6;PS;1999;Racing;Atari;0.72;0;8
Major League Baseball 2K7;X360;2007;Sports;Spike;0.72;7.1;14
XCOM: Enemy Unknown;PC;2012;Strategy;Take-Two Interactive;0.72;8.2;20
Kouchuu Ouja Mushi King;GBA;2005;Action;Sega;0.72;0;19
X-Men: Mutant Academy 2;PS;2001;Fighting;Activision;0.72;8.4;23
Kirby: Canvas Curse;DS;2005;Platform;Nintendo;0.72;8.2;41
iCarly;DS;2009;Adventure;Activision;0.72;8.3;22
Jampack Winter 2001;PS2;2001;Misc;Sony Computer Entertainment;0.72;0;37
Kangaroo;2600;1982;Platform;Atari;0.72;0;14
Madden NFL 10;Wii;2009;Sports;Electronic Arts;0.72;7.2;24
MLB 09: The Show;PS3;2009;Sports;Sony Computer Entertainment;0.72;8.1;31
Super Monkey Ball Jr.;GBA;2002;Puzzle;Atari;0.72;8.6;41
F1 2011;X360;2011;Racing;Codemasters;0.72;7.1;13
Mobile Suit Gundam: Encounters in Space;PS2;2003;Simulation;Namco Bandai Games;0.72;8.5;20
NBA Live 09;X360;2008;Sports;Electronic Arts;0.72;7.4;36
MX vs. ATV Reflex;X360;2009;Racing;THQ;0.72;6.5;38
Blur;PS3;2010;Racing;Activision;0.72;8.2;42
Avatar: The Game;Wii;2009;Action;Ubisoft;0.72;0;43
Fear Effect;PS;1998;Action;Eidos Interactive;0.72;0;6
Battlefield: Bad Company 2;PC;2010;Shooter;Electronic Arts;0.72;8.3;23
DiRT 3;X360;2011;Racing;Codemasters;0.72;7.1;10
The Lord of the Rings: The Two Towers;X;2002;Action;Electronic Arts;0.71;8.1;33
Madden NFL 2003;X;2002;Sports;Electronic Arts;0.71;8.3;14
Skate;X360;2007;Sports;Electronic Arts;0.71;8.4;22
Ben 10: Protector of Earth;PSP;2007;Action;D3Publisher;0.71;7.2;42
Virtua Fighter 4: Evolution;PS2;2003;Fighting;Sega;0.71;9;30
Crysis;PC;2007;Shooter;Electronic Arts;0.71;8;34
The Sims 2: Castaway;DS;2007;Simulation;Electronic Arts;0.71;4;44
Resident Evil: Survivor;PS;2000;Action;Eidos Interactive;0.71;7;30
Super Trucks Racing;PS2;2002;Racing;Jester Interactive;0.71;0;32
Godzilla: Destroy All Monsters Melee;GC;2002;Fighting;Atari;0.71;7.8;26
Jeremy McGrath Supercross 2000;PS;2000;Racing;Acclaim Entertainment;0.71;0;12
Conker: Live And Reloaded;X;2005;Adventure;Microsoft Game Studios;0.71;0;31
Silent Hill 3;PS2;2003;Action;Konami Digital Entertainment;0.71;8.8;10
Yu-Gi-Oh! The Falsebound Kingdom;GC;2002;Strategy;Konami Digital Entertainment;0.71;0;43
Spyro: Enter the Dragonfly;GC;2002;Platform;Universal Interactive;0.71;5.1;42
Scooby-Doo 2: Monsters Unleashed;GBA;2004;Action;THQ;0.71;0;10
Power Rangers: Dino Thunder;PS2;2004;Action;THQ;0.71;6.2;29
Madden NFL 08;PSP;2007;Sports;Electronic Arts;0.71;6.8;24
Blast Corps;N64;1997;Action;Nintendo;0.71;0;3
WWF Attitude;N64;1999;Fighting;Acclaim Entertainment;0.71;0;4
LEGO Racers;N64;1999;Racing;LEGO Media;0.71;0;8
Tactics Ogre: Let Us Cling Together;SNES;1995;Role-Playing;Quest;0.71;0;2
Madden NFL 09;PSP;2008;Sports;Electronic Arts;0.71;6.5;37
WarioWare Inc.: Mega Party Game$;GC;2003;Puzzle;Nintendo;0.71;0;12
Battle Arena Toshinden 2;PS;1995;Fighting;Sony Computer Entertainment;0.71;0;9
Call of Duty: Ghosts;PC;2013;Shooter;Activision;0.71;2.1;30
Dynasty Warriors 6;PS3;2007;Action;Tecmo Koei;0.71;7.2;17
Jeopardy!;PS;1997;Misc;Hasbro Interactive;0.71;0;11
South Park;PS;1998;Shooter;Acclaim Entertainment;0.71;0;9
NCAA Football 09;X360;2008;Sports;Electronic Arts;0.71;7.7;32
Doom 3: Resurrection of Evil;X;2005;Shooter;Activision;0.71;7.9;25
SSX;X360;2012;Sports;Electronic Arts;0.7;6.4;31
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;Wii;2007;Role-Playing;Square Enix;0.7;5.9;41
Need for Speed (2015);XOne;2015;Racing;Electronic Arts;0.7;0;32
Two Worlds;X360;2007;Role-Playing;SouthPeak Games;0.7;5.5;10
Watch Dogs 2;XOne;2016;Action;Ubisoft;0.7;7.5;33
Tony Hawks Underground;GC;2003;Sports;Activision;0.7;8.5;26
Spider-Man 2;PSP;2005;Action;Activision;0.7;6.9;39
Super Bomberman 3;SNES;1994;Puzzle;Hudson Soft;0.7;0;8
NCAA Football 08;X360;2007;Sports;Electronic Arts;0.7;7.8;14
Command & Conquer: Red Alert Retaliation;PS;1998;Strategy;Virgin Interactive;0.7;0;2
Star Wars: Obi-Wan;X;2001;Action;Activision;0.7;5.9;12
Ace Attorney Investigations: Miles Edgeworth;DS;2009;Adventure;Capcom;0.7;8.4;14
Catherine;PS3;2011;Adventure;Deep Silver;0.7;8.1;18
Kill.Switch;PS2;2003;Shooter;Sony Computer Entertainment;0.7;8.3;14
Madden NFL 2005;GC;2004;Sports;Electronic Arts;0.7;0;38
F-14 Tomcat;GBA;2001;Action;Majesco Entertainment;0.7;0;39
SplashDown;PS2;2001;Racing;Atari;0.7;8.2;31
NCAA Football 98;PS;1997;Sports;Electronic Arts;0.7;0;13
FIFA Soccer 11;DS;2010;Sports;Electronic Arts;0.7;0;19
Jade Empire;X;2005;Role-Playing;Microsoft Game Studios;0.7;8.6;34
Infinite Undiscovery;X360;2008;Role-Playing;Square Enix;0.7;7;16
Chocobos Dungeon 2;PS;1998;Role-Playing;SquareSoft;0.7;0;3
The Last Guardian;PS4;2016;Action;Sony Computer Entertainment;0.7;7.6;19
NHL 12;X360;2011;Sports;Electronic Arts;0.7;7;38
Advance Wars;GBA;2001;Strategy;Nintendo;0.7;9;28
NASCAR 2001;PS2;2000;Racing;Electronic Arts;0.7;6.6;30
NCAA Football 2001;PS;2000;Sports;Electronic Arts;0.7;0;10
WWE SmackDown vs. Raw 2011;PSP;2010;Fighting;THQ;0.7;6.7;23
Mafia;PS2;2004;Action;Illusion Softworks;0.7;7.6;43
Hannah Montana: The Movie;DS;2009;Adventure;Disney Interactive Studios;0.7;0;44
Ape Escape: On the Loose;PSP;2005;Platform;Sony Computer Entertainment;0.7;6.5;32
MLB 08: The Show;PS3;2008;Sports;Sony Computer Entertainment;0.7;8.7;38
Mobile Suit Gundam: Journey to Jaburo;PS2;2000;Simulation;Namco Bandai Games;0.7;8.1;25
TimeSplitters 2;PS2;2002;Shooter;Eidos Interactive;0.7;8.8;16
Omerta: City of Gangsters;X360;2011;Simulation;Konami Digital Entertainment;0.7;3.3;23
Driver: San Francisco;X360;2011;Racing;Ubisoft;0.7;7.6;23
James Bond 007: Blood Stone;PS3;2010;Shooter;Activision;0.7;7.4;13
Classic NES Series: Zelda II: The Adventure of Link;GBA;2004;Adventure;Nintendo;0.7;7.5;44
Fire Emblem: Monsh? no Nazo;SNES;1994;Role-Playing;Nintendo;0.7;0;5
Disneys Chicken Little;GBA;2005;Platform;Disney Interactive Studios;0.7;0;18
King Kong;2600;1981;Action;Tigervision;0.69;0;7
Just Dance 2017;Wii;2016;Misc;Ubisoft;0.69;0;16
Moto Racer 2;PS;1997;Racing;Electronic Arts;0.69;0;12
Metal Gear Solid: Portable Ops Plus;PSP;2007;Action;Konami Digital Entertainment;0.69;7.5;23
Monster Hunter Tri;WiiU;2012;Role-Playing;Nintendo;0.69;0;24
LEGO Rock Band;Wii;2009;Misc;Warner Bros. Interactive Entertainment;0.69;6.8;32
Need for Speed Rivals;XOne;2013;Racing;Electronic Arts;0.69;5.8;24
The LEGO Movie Videogame;3DS;2014;Action;Warner Bros. Interactive Entertainment;0.69;5.4;42
Halo 2 Multiplayer Map Pack;X;2005;Shooter;Microsoft Game Studios;0.69;7.4;29
The Sims: Medieval;PC;2011;Simulation;Electronic Arts;0.69;6;38
Mortal Kombat: Shaolin Monks;PS2;2005;Action;Midway Games;0.69;8.6;34
FIFA Soccer 13;Wii;2012;Action;Electronic Arts;0.69;1.6;43
MotionSports;X360;2010;Sports;Ubisoft;0.69;4;38
MX vs. ATV Unleashed: On the Edge;PSP;2006;Racing;THQ;0.69;8.1;28
Mario Pinball Land;GBA;2004;Misc;Nintendo;0.69;4.9;31
Sniper Elite 3;PS4;2014;Shooter;505 Games;0.69;7.1;21
Mappy;NES;1984;Platform;Namco Bandai Games;0.69;0;13
J-League Soccer: Prime Goal;SNES;1993;Sports;Namco Bandai Games;0.69;0;10
Dragon Ball Z: Budokai;GC;2003;Fighting;Atari;0.69;6.4;39
NFL Xtreme;PS;1998;Sports;Sony Computer Entertainment;0.69;0;4
Plants vs. Zombies: Garden Warfare;XOne;2014;Shooter;Electronic Arts;0.69;7.4;36
The Sims 2: Apartment Pets;DS;2008;Simulation;Electronic Arts;0.69;3.3;28
World of Zoo;DS;2009;Simulation;THQ;0.69;0;34
Harry Potter and the Chamber of Secrets;GC;2002;Action;Electronic Arts;0.69;8.3;22
X-Men Origins: Wolverine - Uncaged Edition;X360;2009;Action;Activision;0.69;0;24
Prince of Persia: The Forgotten Sands;PS3;2010;Action;Ubisoft;0.69;7.5;44
LEGO Batman 2: DC Super Heroes;DS;2012;Action;Warner Bros. Interactive Entertainment;0.69;8;38
The Lord of the Rings: The Return of the King;GC;2003;Action;Electronic Arts;0.69;8.5;21
Diablo III;XOne;2014;Role-Playing;Activision;0.69;0;43
Top Spin 4;PS3;2011;Sports;Take-Two Interactive;0.69;7.7;21
Shrek the Third;X360;2007;Action;Activision;0.69;0;39
Baldurs Gate: Dark Alliance II;PS2;2004;Role-Playing;Interplay;0.68;8.7;41
Shark Tale;GBA;2004;Action;Activision;0.68;9;11
IL-2 Sturmovik: Birds of Prey;PS3;2009;Simulation;505 Games;0.68;7.3;30
Test Drive Unlimited 2;X360;2011;Racing;Atari;0.68;6.4;36
LEGO Jurassic World;XOne;2015;Action;Warner Bros. Interactive Entertainment;0.68;6.7;20
Star Wars: Masters of Teras Kasi;PS;1997;Action;LucasArts;0.68;0;10
NBA Street Vol. 2;X;2003;Sports;Electronic Arts;0.68;8.8;31
MX vs. ATV Untamed;X360;2007;Racing;THQ;0.68;7.1;31
The Last Remnant;X360;2008;Role-Playing;Square Enix;0.68;6.9;11
NCAA Football 2005;X;2004;Sports;Electronic Arts;0.68;8;34
